2022-01-15 22:30:04,624 args = Namespace(batch_size=64, data='./data', epochs=5, learning_rate=0.025, save='logs', seed=2, weight_decay=0.0003)
2022-01-15 22:30:05,947 param size = 0.046234MB
2022-01-15 22:30:05,948 Starting epoch 1/5
2022-01-15 23:07:11,452 args = Namespace(batch_size=64, data='./data', epochs=5, learning_rate=0.025, save='logs', seed=2, weight_decay=0.0003)
2022-01-15 23:07:12,724 param size = 0.046234MB
2022-01-15 23:07:12,725 Starting epoch 1/5
2022-01-15 23:38:23,708 valid mini-batch 302, loss=1.390956e-01 accuracy=95.957096
2022-01-15 23:38:23,717 valid mini-batch 303, loss=1.388436e-01 accuracy=95.965255
2022-01-15 23:38:23,726 valid mini-batch 304, loss=1.387760e-01 accuracy=95.963115
2022-01-15 23:38:23,737 valid mini-batch 305, loss=1.387982e-01 accuracy=95.960989
2022-01-15 23:38:23,745 valid mini-batch 306, loss=1.394712e-01 accuracy=95.953787
2022-01-15 23:38:23,753 valid mini-batch 307, loss=1.391540e-01 accuracy=95.966924
2022-01-15 23:38:23,763 valid mini-batch 308, loss=1.392861e-01 accuracy=95.964806
2022-01-15 23:38:23,771 valid mini-batch 309, loss=1.391989e-01 accuracy=95.972782
2022-01-15 23:38:23,781 valid mini-batch 310, loss=1.394706e-01 accuracy=95.970659
2022-01-15 23:38:23,791 valid mini-batch 311, loss=1.398275e-01 accuracy=95.958534
2022-01-15 23:38:23,798 valid mini-batch 312, loss=1.395136e-01 accuracy=95.971446
2022-01-15 23:38:23,807 valid mini-batch 313, loss=1.392508e-01 accuracy=95.984275
2022-01-15 23:38:23,816 valid mini-batch 314, loss=1.391100e-01 accuracy=95.987103
2022-01-15 23:38:23,827 valid mini-batch 315, loss=1.392604e-01 accuracy=95.984968
2022-01-15 23:38:23,834 valid mini-batch 316, loss=1.391818e-01 accuracy=95.977918
2022-01-15 23:38:23,852 valid mini-batch 317, loss=1.392452e-01 accuracy=95.970912
2022-01-15 23:38:23,861 valid mini-batch 318, loss=1.392065e-01 accuracy=95.973746
2022-01-15 23:38:23,868 valid mini-batch 319, loss=1.392276e-01 accuracy=95.971680
2022-01-15 23:38:23,875 valid mini-batch 320, loss=1.396077e-01 accuracy=95.964759
2022-01-15 23:38:23,882 valid mini-batch 321, loss=1.399493e-01 accuracy=95.962733
2022-01-15 23:38:23,896 valid mini-batch 322, loss=1.401190e-01 accuracy=95.955882
2022-01-15 23:38:23,908 valid mini-batch 323, loss=1.401186e-01 accuracy=95.958719
2022-01-15 23:38:23,918 valid mini-batch 324, loss=1.403460e-01 accuracy=95.947115
2022-01-15 23:38:23,932 valid mini-batch 325, loss=1.401937e-01 accuracy=95.954755
2022-01-15 23:38:23,943 valid mini-batch 326, loss=1.405074e-01 accuracy=95.948012
2022-01-15 23:38:23,952 valid mini-batch 327, loss=1.402543e-01 accuracy=95.955602
2022-01-15 23:38:23,960 valid mini-batch 328, loss=1.400456e-01 accuracy=95.958397
2022-01-15 23:38:23,968 valid mini-batch 329, loss=1.400140e-01 accuracy=95.961174
2022-01-15 23:38:23,975 valid mini-batch 330, loss=1.400699e-01 accuracy=95.954494
2022-01-15 23:38:23,983 valid mini-batch 331, loss=1.397181e-01 accuracy=95.966679
2022-01-15 23:38:23,989 valid mini-batch 332, loss=1.395298e-01 accuracy=95.969407
2022-01-15 23:38:24,002 valid mini-batch 333, loss=1.393035e-01 accuracy=95.976796
2022-01-15 23:38:24,011 valid mini-batch 334, loss=1.398503e-01 accuracy=95.965485
2022-01-15 23:38:24,020 valid mini-batch 335, loss=1.401181e-01 accuracy=95.958891
2022-01-15 23:38:24,028 valid mini-batch 336, loss=1.401957e-01 accuracy=95.956973
2022-01-15 23:38:24,036 valid mini-batch 337, loss=1.399691e-01 accuracy=95.964312
2022-01-15 23:38:24,046 valid mini-batch 338, loss=1.396981e-01 accuracy=95.976217
2022-01-15 23:38:24,059 valid mini-batch 339, loss=1.403305e-01 accuracy=95.969669
2022-01-15 23:38:24,067 valid mini-batch 340, loss=1.406462e-01 accuracy=95.963160
2022-01-15 23:38:24,074 valid mini-batch 341, loss=1.411355e-01 accuracy=95.947551
2022-01-15 23:38:24,083 valid mini-batch 342, loss=1.409483e-01 accuracy=95.950255
2022-01-15 23:38:24,090 valid mini-batch 343, loss=1.409962e-01 accuracy=95.943859
2022-01-15 23:38:24,100 valid mini-batch 344, loss=1.408004e-01 accuracy=95.951087
2022-01-15 23:38:24,111 valid mini-batch 345, loss=1.405293e-01 accuracy=95.958273
2022-01-15 23:38:24,120 valid mini-batch 346, loss=1.402547e-01 accuracy=95.965418
2022-01-15 23:38:24,129 valid mini-batch 347, loss=1.402866e-01 accuracy=95.954562
2022-01-15 23:38:24,138 valid mini-batch 348, loss=1.401378e-01 accuracy=95.961676
2022-01-15 23:38:24,149 valid mini-batch 349, loss=1.400700e-01 accuracy=95.964286
2022-01-15 23:38:24,159 valid mini-batch 350, loss=1.400831e-01 accuracy=95.962429
2022-01-15 23:38:24,166 valid mini-batch 351, loss=1.401393e-01 accuracy=95.960582
2022-01-15 23:38:24,180 valid mini-batch 352, loss=1.404827e-01 accuracy=95.949894
2022-01-15 23:38:24,191 valid mini-batch 353, loss=1.406092e-01 accuracy=95.939266
2022-01-15 23:38:24,198 valid mini-batch 354, loss=1.403552e-01 accuracy=95.950704
2022-01-15 23:38:24,205 valid mini-batch 355, loss=1.402200e-01 accuracy=95.957690
2022-01-15 23:38:24,214 valid mini-batch 356, loss=1.401865e-01 accuracy=95.955882
2022-01-15 23:38:24,223 valid mini-batch 357, loss=1.404850e-01 accuracy=95.945356
2022-01-15 23:38:24,233 valid mini-batch 358, loss=1.403035e-01 accuracy=95.952298
2022-01-15 23:38:24,240 valid mini-batch 359, loss=1.404980e-01 accuracy=95.950521
2022-01-15 23:38:24,254 valid mini-batch 360, loss=1.406128e-01 accuracy=95.944425
2022-01-15 23:38:24,260 valid mini-batch 361, loss=1.404529e-01 accuracy=95.946996
2022-01-15 23:38:24,267 valid mini-batch 362, loss=1.403800e-01 accuracy=95.949552
2022-01-15 23:38:24,279 valid mini-batch 363, loss=1.402929e-01 accuracy=95.956387
2022-01-15 23:38:24,288 valid mini-batch 364, loss=1.403747e-01 accuracy=95.963185
2022-01-15 23:38:24,297 valid mini-batch 365, loss=1.401094e-01 accuracy=95.974214
2022-01-15 23:38:24,309 valid mini-batch 366, loss=1.400267e-01 accuracy=95.976669
2022-01-15 23:38:24,315 valid mini-batch 367, loss=1.400186e-01 accuracy=95.983356
2022-01-15 23:38:24,323 valid mini-batch 368, loss=1.398646e-01 accuracy=95.990007
2022-01-15 23:38:24,335 valid mini-batch 369, loss=1.396405e-01 accuracy=95.996622
2022-01-15 23:38:24,341 valid mini-batch 370, loss=1.398037e-01 accuracy=95.990566
2022-01-15 23:38:24,357 valid mini-batch 371, loss=1.399176e-01 accuracy=95.980343
2022-01-15 23:38:24,369 valid mini-batch 372, loss=1.399617e-01 accuracy=95.974363
2022-01-15 23:38:24,376 valid mini-batch 373, loss=1.403322e-01 accuracy=95.960060
2022-01-15 23:38:24,388 valid mini-batch 374, loss=1.403752e-01 accuracy=95.954167
2022-01-15 23:38:24,395 valid mini-batch 375, loss=1.402973e-01 accuracy=95.956616
2022-01-15 23:38:24,403 valid mini-batch 376, loss=1.401915e-01 accuracy=95.959052
2022-01-15 23:38:24,414 valid mini-batch 377, loss=1.403884e-01 accuracy=95.957341
2022-01-15 23:38:24,423 valid mini-batch 378, loss=1.405263e-01 accuracy=95.951517
2022-01-15 23:38:24,432 valid mini-batch 379, loss=1.405425e-01 accuracy=95.949836
2022-01-15 23:38:24,445 valid mini-batch 380, loss=1.404799e-01 accuracy=95.948163
2022-01-15 23:38:24,451 valid mini-batch 381, loss=1.402942e-01 accuracy=95.954679
2022-01-15 23:38:24,458 valid mini-batch 382, loss=1.405490e-01 accuracy=95.948923
2022-01-15 23:38:24,467 valid mini-batch 383, loss=1.403081e-01 accuracy=95.959473
2022-01-15 23:38:24,481 valid mini-batch 384, loss=1.403303e-01 accuracy=95.957792
2022-01-15 23:38:24,489 valid mini-batch 385, loss=1.407441e-01 accuracy=95.948025
2022-01-15 23:38:24,499 valid mini-batch 386, loss=1.404832e-01 accuracy=95.954457
2022-01-15 23:38:24,510 valid mini-batch 387, loss=1.406041e-01 accuracy=95.952803
2022-01-15 23:38:24,517 valid mini-batch 388, loss=1.403660e-01 accuracy=95.963207
2022-01-15 23:38:24,528 valid mini-batch 389, loss=1.400961e-01 accuracy=95.973558
2022-01-15 23:38:24,538 valid mini-batch 390, loss=1.399300e-01 accuracy=95.975863
2022-01-15 23:38:24,551 valid mini-batch 391, loss=1.397910e-01 accuracy=95.982143
2022-01-15 23:38:24,558 valid mini-batch 392, loss=1.399108e-01 accuracy=95.972487
2022-01-15 23:38:24,566 valid mini-batch 393, loss=1.401883e-01 accuracy=95.962881
2022-01-15 23:38:24,573 valid mini-batch 394, loss=1.401609e-01 accuracy=95.965190
2022-01-15 23:38:24,583 valid mini-batch 395, loss=1.401197e-01 accuracy=95.959596
2022-01-15 23:38:24,590 valid mini-batch 396, loss=1.399517e-01 accuracy=95.965838
2022-01-15 23:38:24,599 valid mini-batch 397, loss=1.398543e-01 accuracy=95.975974
2022-01-15 23:38:24,608 valid mini-batch 398, loss=1.399347e-01 accuracy=95.974311
2022-01-15 23:38:24,616 valid mini-batch 399, loss=1.397737e-01 accuracy=95.976562
2022-01-15 23:38:24,625 valid mini-batch 400, loss=1.396069e-01 accuracy=95.982700
2022-01-15 23:38:24,634 valid mini-batch 401, loss=1.396112e-01 accuracy=95.981032
2022-01-15 23:38:24,642 valid mini-batch 402, loss=1.394064e-01 accuracy=95.987128
2022-01-15 23:38:24,650 valid mini-batch 403, loss=1.391730e-01 accuracy=95.997061
2022-01-15 23:38:24,659 valid mini-batch 404, loss=1.390577e-01 accuracy=95.999228
2022-01-15 23:38:24,668 valid mini-batch 405, loss=1.390175e-01 accuracy=95.993688
2022-01-15 23:38:24,677 valid mini-batch 406, loss=1.388916e-01 accuracy=95.992015
2022-01-15 23:38:24,685 valid mini-batch 407, loss=1.387241e-01 accuracy=95.998009
2022-01-15 23:38:24,695 valid mini-batch 408, loss=1.384910e-01 accuracy=96.007793
2022-01-15 23:38:24,707 valid mini-batch 409, loss=1.384264e-01 accuracy=96.009909
2022-01-15 23:38:24,716 valid mini-batch 410, loss=1.382235e-01 accuracy=96.019617
2022-01-15 23:38:24,723 valid mini-batch 411, loss=1.381395e-01 accuracy=96.025485
2022-01-15 23:38:24,730 valid mini-batch 412, loss=1.380395e-01 accuracy=96.023759
2022-01-15 23:38:24,743 valid mini-batch 413, loss=1.380155e-01 accuracy=96.025815
2022-01-15 23:38:24,754 valid mini-batch 414, loss=1.379290e-01 accuracy=96.027861
2022-01-15 23:38:24,760 valid mini-batch 415, loss=1.378963e-01 accuracy=96.033654
2022-01-15 23:38:24,768 valid mini-batch 416, loss=1.376988e-01 accuracy=96.039418
2022-01-15 23:38:24,774 valid mini-batch 417, loss=1.375826e-01 accuracy=96.045156
2022-01-15 23:38:24,785 valid mini-batch 418, loss=1.375730e-01 accuracy=96.043407
2022-01-15 23:38:24,793 valid mini-batch 419, loss=1.376428e-01 accuracy=96.041667
2022-01-15 23:38:24,804 valid mini-batch 420, loss=1.377325e-01 accuracy=96.039935
2022-01-15 23:38:24,812 valid mini-batch 421, loss=1.380520e-01 accuracy=96.027103
2022-01-15 23:38:24,819 valid mini-batch 422, loss=1.389184e-01 accuracy=96.010638
2022-01-15 23:38:24,827 valid mini-batch 423, loss=1.388299e-01 accuracy=96.012677
2022-01-15 23:38:24,835 valid mini-batch 424, loss=1.387738e-01 accuracy=96.011029
2022-01-15 23:38:24,849 valid mini-batch 425, loss=1.386414e-01 accuracy=96.016725
2022-01-15 23:38:24,860 valid mini-batch 426, loss=1.386437e-01 accuracy=96.015076
2022-01-15 23:38:24,867 valid mini-batch 427, loss=1.387539e-01 accuracy=96.006133
2022-01-15 23:38:24,878 valid mini-batch 428, loss=1.387001e-01 accuracy=96.004516
2022-01-15 23:38:24,885 valid mini-batch 429, loss=1.384498e-01 accuracy=96.013808
2022-01-15 23:38:24,892 valid mini-batch 430, loss=1.383308e-01 accuracy=96.015806
2022-01-15 23:38:24,903 valid mini-batch 431, loss=1.383193e-01 accuracy=96.017795
2022-01-15 23:38:24,912 valid mini-batch 432, loss=1.381509e-01 accuracy=96.023383
2022-01-15 23:38:24,920 valid mini-batch 433, loss=1.380515e-01 accuracy=96.025346
2022-01-15 23:38:24,930 valid mini-batch 434, loss=1.383421e-01 accuracy=96.016523
2022-01-15 23:38:24,938 valid mini-batch 435, loss=1.382300e-01 accuracy=96.022076
2022-01-15 23:38:24,948 valid mini-batch 436, loss=1.381704e-01 accuracy=96.016876
2022-01-15 23:38:24,961 valid mini-batch 437, loss=1.381520e-01 accuracy=96.022403
2022-01-15 23:38:24,970 valid mini-batch 438, loss=1.381467e-01 accuracy=96.020786
2022-01-15 23:38:24,977 valid mini-batch 439, loss=1.381461e-01 accuracy=96.026278
2022-01-15 23:38:24,989 valid mini-batch 440, loss=1.381941e-01 accuracy=96.024660
2022-01-15 23:38:24,999 valid mini-batch 441, loss=1.379805e-01 accuracy=96.030119
2022-01-15 23:38:25,006 valid mini-batch 442, loss=1.378721e-01 accuracy=96.032026
2022-01-15 23:38:25,013 valid mini-batch 443, loss=1.377090e-01 accuracy=96.037444
2022-01-15 23:38:25,020 valid mini-batch 444, loss=1.377136e-01 accuracy=96.039326
2022-01-15 23:38:25,028 valid mini-batch 445, loss=1.378406e-01 accuracy=96.034193
2022-01-15 23:38:25,042 valid mini-batch 446, loss=1.376986e-01 accuracy=96.036074
2022-01-15 23:38:25,051 valid mini-batch 447, loss=1.375161e-01 accuracy=96.041434
2022-01-15 23:38:25,059 valid mini-batch 448, loss=1.374150e-01 accuracy=96.039811
2022-01-15 23:38:25,066 valid mini-batch 449, loss=1.372365e-01 accuracy=96.045139
2022-01-15 23:38:25,073 valid mini-batch 450, loss=1.371204e-01 accuracy=96.050443
2022-01-15 23:38:25,087 valid mini-batch 451, loss=1.372179e-01 accuracy=96.045354
2022-01-15 23:38:25,094 valid mini-batch 452, loss=1.371841e-01 accuracy=96.043736
2022-01-15 23:38:25,101 valid mini-batch 453, loss=1.372402e-01 accuracy=96.049009
2022-01-15 23:38:25,108 valid mini-batch 454, loss=1.371202e-01 accuracy=96.054258
2022-01-15 23:38:25,122 valid mini-batch 455, loss=1.372374e-01 accuracy=96.049205
2022-01-15 23:38:25,129 valid mini-batch 456, loss=1.373649e-01 accuracy=96.044174
2022-01-15 23:38:25,136 valid mini-batch 457, loss=1.372103e-01 accuracy=96.045988
2022-01-15 23:38:25,145 valid mini-batch 458, loss=1.374089e-01 accuracy=96.044390
2022-01-15 23:38:25,154 valid mini-batch 459, loss=1.372913e-01 accuracy=96.049592
2022-01-15 23:38:25,163 valid mini-batch 460, loss=1.373299e-01 accuracy=96.047993
2022-01-15 23:38:25,173 valid mini-batch 461, loss=1.372573e-01 accuracy=96.046402
2022-01-15 23:38:25,181 valid mini-batch 462, loss=1.372799e-01 accuracy=96.041442
2022-01-15 23:38:25,190 valid mini-batch 463, loss=1.371238e-01 accuracy=96.046606
2022-01-15 23:38:25,200 valid mini-batch 464, loss=1.371847e-01 accuracy=96.045027
2022-01-15 23:38:25,208 valid mini-batch 465, loss=1.370891e-01 accuracy=96.046808
2022-01-15 23:38:25,227 valid mini-batch 466, loss=1.372461e-01 accuracy=96.041890
2022-01-15 23:38:25,234 valid mini-batch 467, loss=1.372559e-01 accuracy=96.036993
2022-01-15 23:38:25,241 valid mini-batch 468, loss=1.371521e-01 accuracy=96.040000
2022-01-15 23:38:25,386 valid_acc 96.040000
2022-01-15 23:38:25,387 genotype = Genotype(normal=[('conv_3x3', 0), ('max_pool_3x3', 1), ('conv_3x3', 0)], normal_concat=range(1, 3), reduce=[('conv_3x3', 0), ('conv_3x3', 1), ('skip_connect', 0)], reduce_concat=range(1, 3))
2022-01-15 23:38:25,390 Starting epoch 4/5
2022-01-15 23:38:27,779 train mini-batch 000, loss=1.277303e-01 accuracy=96.875000
2022-01-15 23:38:29,144 train mini-batch 001, loss=1.624102e-01 accuracy=95.312500
2022-01-15 23:38:30,418 train mini-batch 002, loss=2.199390e-01 accuracy=94.791667
2022-01-15 23:38:31,710 train mini-batch 003, loss=2.135350e-01 accuracy=94.531250
2022-01-15 23:38:33,085 train mini-batch 004, loss=1.934412e-01 accuracy=94.687500
2022-01-15 23:38:34,358 train mini-batch 005, loss=1.718221e-01 accuracy=95.052083
2022-01-15 23:38:35,707 train mini-batch 006, loss=1.704543e-01 accuracy=94.866071
2022-01-15 23:38:36,973 train mini-batch 007, loss=1.562476e-01 accuracy=95.507812
2022-01-15 23:38:38,300 train mini-batch 008, loss=1.538737e-01 accuracy=95.659722
2022-01-15 23:38:39,689 train mini-batch 009, loss=1.591725e-01 accuracy=95.468750
2022-01-15 23:38:40,979 train mini-batch 010, loss=1.578613e-01 accuracy=95.454545
2022-01-15 23:38:42,270 train mini-batch 011, loss=1.598896e-01 accuracy=95.703125
2022-01-15 23:38:43,635 train mini-batch 012, loss=1.546458e-01 accuracy=95.793269
2022-01-15 23:38:45,029 train mini-batch 013, loss=1.513916e-01 accuracy=95.870536
2022-01-15 23:38:46,433 train mini-batch 014, loss=1.526978e-01 accuracy=95.833333
2022-01-15 23:38:47,854 train mini-batch 015, loss=1.496400e-01 accuracy=95.898438
2022-01-15 23:38:49,292 train mini-batch 016, loss=1.467004e-01 accuracy=96.047794
2022-01-15 23:38:50,622 train mini-batch 017, loss=1.426094e-01 accuracy=96.093750
2022-01-15 23:38:52,032 train mini-batch 018, loss=1.376448e-01 accuracy=96.217105
2022-01-15 23:38:53,439 train mini-batch 019, loss=1.346246e-01 accuracy=96.171875
2022-01-15 23:38:54,745 train mini-batch 020, loss=1.335896e-01 accuracy=96.279762
2022-01-15 23:38:56,126 train mini-batch 021, loss=1.351420e-01 accuracy=96.235795
2022-01-15 23:38:57,380 train mini-batch 022, loss=1.355557e-01 accuracy=96.127717
2022-01-15 23:38:58,716 train mini-batch 023, loss=1.386537e-01 accuracy=96.093750
2022-01-15 23:39:00,051 train mini-batch 024, loss=1.358129e-01 accuracy=96.187500
2022-01-15 23:39:01,363 train mini-batch 025, loss=1.333372e-01 accuracy=96.334135
2022-01-15 23:39:02,728 train mini-batch 026, loss=1.338055e-01 accuracy=96.296296
2022-01-15 23:39:03,996 train mini-batch 027, loss=1.319669e-01 accuracy=96.316964
2022-01-15 23:39:05,313 train mini-batch 028, loss=1.340488e-01 accuracy=96.282328
2022-01-15 23:39:06,654 train mini-batch 029, loss=1.323769e-01 accuracy=96.302083
2022-01-15 23:39:07,946 train mini-batch 030, loss=1.299017e-01 accuracy=96.320565
2022-01-15 23:39:09,324 train mini-batch 031, loss=1.291589e-01 accuracy=96.337891
2022-01-15 23:39:10,595 train mini-batch 032, loss=1.283244e-01 accuracy=96.306818
2022-01-15 23:39:11,888 train mini-batch 033, loss=1.287955e-01 accuracy=96.231618
2022-01-15 23:39:13,200 train mini-batch 034, loss=1.292514e-01 accuracy=96.160714
2022-01-15 23:39:14,575 train mini-batch 035, loss=1.328504e-01 accuracy=96.050347
2022-01-15 23:39:15,921 train mini-batch 036, loss=1.324980e-01 accuracy=96.072635
2022-01-15 23:39:17,179 train mini-batch 037, loss=1.312536e-01 accuracy=96.093750
2022-01-15 23:39:18,473 train mini-batch 038, loss=1.316977e-01 accuracy=96.113782
2022-01-15 23:39:19,848 train mini-batch 039, loss=1.298357e-01 accuracy=96.171875
2022-01-15 23:39:21,126 train mini-batch 040, loss=1.286316e-01 accuracy=96.189024
2022-01-15 23:39:22,484 train mini-batch 041, loss=1.295815e-01 accuracy=96.130952
2022-01-15 23:39:23,750 train mini-batch 042, loss=1.279719e-01 accuracy=96.184593
2022-01-15 23:39:25,086 train mini-batch 043, loss=1.280304e-01 accuracy=96.235795
2022-01-15 23:39:26,392 train mini-batch 044, loss=1.256801e-01 accuracy=96.319444
2022-01-15 23:39:27,765 train mini-batch 045, loss=1.264521e-01 accuracy=96.263587
2022-01-15 23:39:29,142 train mini-batch 046, loss=1.273385e-01 accuracy=96.309840
2022-01-15 23:39:30,478 train mini-batch 047, loss=1.279323e-01 accuracy=96.321615
2022-01-15 23:39:31,864 train mini-batch 048, loss=1.261906e-01 accuracy=96.396684
2022-01-15 23:39:33,176 train mini-batch 049, loss=1.272572e-01 accuracy=96.375000
2022-01-15 23:39:34,568 train mini-batch 050, loss=1.308323e-01 accuracy=96.292892
2022-01-15 23:39:35,934 train mini-batch 051, loss=1.306460e-01 accuracy=96.274038
2022-01-15 23:39:37,247 train mini-batch 052, loss=1.294393e-01 accuracy=96.285377
2022-01-15 23:39:38,629 train mini-batch 053, loss=1.285301e-01 accuracy=96.296296
2022-01-15 23:39:40,018 train mini-batch 054, loss=1.274305e-01 accuracy=96.335227
2022-01-15 23:39:41,343 train mini-batch 055, loss=1.266805e-01 accuracy=96.316964
2022-01-15 23:39:42,727 train mini-batch 056, loss=1.258588e-01 accuracy=96.326754
2022-01-15 23:39:44,012 train mini-batch 057, loss=1.278095e-01 accuracy=96.228448
2022-01-15 23:39:45,291 train mini-batch 058, loss=1.326132e-01 accuracy=96.080508
2022-01-15 23:39:46,631 train mini-batch 059, loss=1.344741e-01 accuracy=95.963542
2022-01-15 23:39:48,016 train mini-batch 060, loss=1.330918e-01 accuracy=96.029713
2022-01-15 23:39:49,386 train mini-batch 061, loss=1.338073e-01 accuracy=96.043347
2022-01-15 23:39:50,744 train mini-batch 062, loss=1.329391e-01 accuracy=96.081349
2022-01-15 23:39:52,026 train mini-batch 063, loss=1.326243e-01 accuracy=96.093750
2022-01-15 23:39:53,402 train mini-batch 064, loss=1.318773e-01 accuracy=96.129808
2022-01-15 23:39:54,761 train mini-batch 065, loss=1.312969e-01 accuracy=96.117424
2022-01-15 23:39:56,122 train mini-batch 066, loss=1.316190e-01 accuracy=96.082090
2022-01-15 23:39:57,392 train mini-batch 067, loss=1.324562e-01 accuracy=96.070772
2022-01-15 23:39:58,754 train mini-batch 068, loss=1.348280e-01 accuracy=96.014493
2022-01-15 23:40:00,056 train mini-batch 069, loss=1.334462e-01 accuracy=96.049107
2022-01-15 23:40:01,406 train mini-batch 070, loss=1.326286e-01 accuracy=96.082746
2022-01-15 23:40:02,771 train mini-batch 071, loss=1.323877e-01 accuracy=96.072049
2022-01-15 23:40:04,133 train mini-batch 072, loss=1.336403e-01 accuracy=96.061644
2022-01-15 23:40:05,455 train mini-batch 073, loss=1.325165e-01 accuracy=96.114865
2022-01-15 23:40:06,814 train mini-batch 074, loss=1.329767e-01 accuracy=96.083333
2022-01-15 23:40:08,107 train mini-batch 075, loss=1.334896e-01 accuracy=96.093750
2022-01-15 23:40:09,394 train mini-batch 076, loss=1.343486e-01 accuracy=96.103896
2022-01-15 23:40:10,795 train mini-batch 077, loss=1.342340e-01 accuracy=96.073718
2022-01-15 23:40:12,146 train mini-batch 078, loss=1.344615e-01 accuracy=96.064082
2022-01-15 23:40:13,447 train mini-batch 079, loss=1.335289e-01 accuracy=96.093750
2022-01-15 23:40:14,733 train mini-batch 080, loss=1.324000e-01 accuracy=96.141975
2022-01-15 23:40:16,101 train mini-batch 081, loss=1.323977e-01 accuracy=96.150915
2022-01-15 23:40:17,366 train mini-batch 082, loss=1.338968e-01 accuracy=96.121988
2022-01-15 23:40:18,747 train mini-batch 083, loss=1.329468e-01 accuracy=96.168155
2022-01-15 23:40:20,035 train mini-batch 084, loss=1.325333e-01 accuracy=96.176471
2022-01-15 23:40:21,389 train mini-batch 085, loss=1.325484e-01 accuracy=96.184593
2022-01-15 23:40:22,744 train mini-batch 086, loss=1.324606e-01 accuracy=96.192529
2022-01-15 23:40:24,127 train mini-batch 087, loss=1.323054e-01 accuracy=96.200284
2022-01-15 23:40:25,436 train mini-batch 088, loss=1.316197e-01 accuracy=96.207865
2022-01-15 23:40:26,798 train mini-batch 089, loss=1.309426e-01 accuracy=96.215278
2022-01-15 23:40:28,141 train mini-batch 090, loss=1.308267e-01 accuracy=96.205357
2022-01-15 23:40:29,459 train mini-batch 091, loss=1.304861e-01 accuracy=96.195652
2022-01-15 23:40:30,836 train mini-batch 092, loss=1.293856e-01 accuracy=96.236559
2022-01-15 23:40:32,133 train mini-batch 093, loss=1.287977e-01 accuracy=96.243351
2022-01-15 23:40:33,508 train mini-batch 094, loss=1.279420e-01 accuracy=96.282895
2022-01-15 23:40:34,775 train mini-batch 095, loss=1.271861e-01 accuracy=96.289062
2022-01-15 23:40:36,132 train mini-batch 096, loss=1.277125e-01 accuracy=96.295103
2022-01-15 23:40:37,422 train mini-batch 097, loss=1.271887e-01 accuracy=96.316964
2022-01-15 23:40:38,772 train mini-batch 098, loss=1.268557e-01 accuracy=96.306818
2022-01-15 23:40:40,129 train mini-batch 099, loss=1.269214e-01 accuracy=96.312500
2022-01-15 23:40:41,424 train mini-batch 100, loss=1.273284e-01 accuracy=96.287129
2022-01-15 23:40:42,773 train mini-batch 101, loss=1.280359e-01 accuracy=96.262255
2022-01-15 23:40:44,121 train mini-batch 102, loss=1.271946e-01 accuracy=96.298544
2022-01-15 23:40:45,407 train mini-batch 103, loss=1.273086e-01 accuracy=96.274038
2022-01-15 23:40:46,773 train mini-batch 104, loss=1.273037e-01 accuracy=96.264881
2022-01-15 23:40:48,137 train mini-batch 105, loss=1.293787e-01 accuracy=96.226415
2022-01-15 23:40:49,438 train mini-batch 106, loss=1.297093e-01 accuracy=96.217874
2022-01-15 23:40:50,785 train mini-batch 107, loss=1.297662e-01 accuracy=96.223958
2022-01-15 23:40:52,163 train mini-batch 108, loss=1.302840e-01 accuracy=96.201261
2022-01-15 23:40:53,512 train mini-batch 109, loss=1.307998e-01 accuracy=96.193182
2022-01-15 23:40:54,800 train mini-batch 110, loss=1.311920e-01 accuracy=96.171171
2022-01-15 23:40:56,163 train mini-batch 111, loss=1.312519e-01 accuracy=96.163504
2022-01-15 23:40:57,518 train mini-batch 112, loss=1.307726e-01 accuracy=96.183628
2022-01-15 23:40:58,810 train mini-batch 113, loss=1.301501e-01 accuracy=96.203399
2022-01-15 23:41:00,173 train mini-batch 114, loss=1.298807e-01 accuracy=96.209239
2022-01-15 23:41:01,560 train mini-batch 115, loss=1.293823e-01 accuracy=96.214978
2022-01-15 23:41:02,918 train mini-batch 116, loss=1.292281e-01 accuracy=96.220620
2022-01-15 23:41:04,204 train mini-batch 117, loss=1.287046e-01 accuracy=96.252648
2022-01-15 23:41:05,566 train mini-batch 118, loss=1.288363e-01 accuracy=96.244748
2022-01-15 23:41:06,925 train mini-batch 119, loss=1.289039e-01 accuracy=96.223958
2022-01-15 23:41:08,209 train mini-batch 120, loss=1.281948e-01 accuracy=96.255165
2022-01-15 23:41:09,567 train mini-batch 121, loss=1.284087e-01 accuracy=96.221824
2022-01-15 23:41:10,920 train mini-batch 122, loss=1.284376e-01 accuracy=96.189024
2022-01-15 23:41:12,205 train mini-batch 123, loss=1.302458e-01 accuracy=96.118952
2022-01-15 23:41:13,572 train mini-batch 124, loss=1.299566e-01 accuracy=96.125000
2022-01-15 23:41:14,941 train mini-batch 125, loss=1.297130e-01 accuracy=96.118552
2022-01-15 23:41:16,287 train mini-batch 126, loss=1.297006e-01 accuracy=96.099902
2022-01-15 23:41:17,562 train mini-batch 127, loss=1.297604e-01 accuracy=96.081543
2022-01-15 23:41:18,830 train mini-batch 128, loss=1.299232e-01 accuracy=96.087694
2022-01-15 23:41:20,169 train mini-batch 129, loss=1.292840e-01 accuracy=96.117788
